Publication_Year,Region,Country,Category,Store_Types,RMS_Coverage_Type,Channel_Contribution,
2023,LATAM,Chile,Baby Food,Baby Str.,%Not Covered,4%,
2023,LATAM,Chile,Baby Food,Wholesalers,%Not Covered,3%,
2023,LATAM,Chile,Baby Food,Brick & Click,%Not Covered,2%,
2023,LATAM,Chile,Baby Food,Cash and Carry,%Not Covered,2%,
2023,LATAM,Chile,Baby Food,Oth.Groc.Str.,%Not Covered,2%,
2023,LATAM,Chile,Baby Food,Hospitals,%Not Covered,1%,
2023,LATAM,Chile,Baby Food,Oth.Chnls.,%Not Covered,1%,
2023,LATAM,Chile,Batteries,Trad. Grocery Str.,%Covered,27%,
2023,LATAM,Chile,Batteries,Hypermrkts,%Covered,9%,
2023,LATAM,Chile,Batteries,Large Supermrkts,%Covered,5%,
2023,LATAM,Chile,Batteries,DIY/Gardening,%Covered,4%,
2023,LATAM,Chile,Batteries,Kiosks,%Covered,1%,
2023,LATAM,Chile,Batteries,Drugstores,%Covered,1%,
2023,LATAM,Chile,Batteries,Small Supermrkts,%Covered,1%,
2023,LATAM,Chile,Batteries,Oth.Cat.Spec.,%Not Covered,12%,
2023,LATAM,Chile,Batteries,Geographical Gap,%Not Covered,12%,
2023,LATAM,Chile,Batteries,DIY/Gardening,%Not Covered,8%,
2023,LATAM,Chile,Batteries,Wholesalers,%Not Covered,5%,
2023,LATAM,Chile,Batteries,Oth.Groc.Str.,%Not Covered,5%,
2023,LATAM,Chile,Batteries,Oth.Chnls.,%Not Covered,4%,
2023,LATAM,Chile,Batteries,Dep.Str./Mass Merch.,%Not Covered,2%,
2023,LATAM,Chile,Batteries,Brick & Click,%Not Covered,2%,
2023,LATAM,Chile,Batteries,Institutional Sales,%Not Covered,1%,
2023,LATAM,Chile,Batteries,Govt./Military Str.,%Not Covered,1%,
2023,LATAM,Chile,Beer,Trad. Grocery Str.,%Covered,38%,
2023,LATAM,Chile,Beer,Hypermrkts,%Covered,9%,
2023,LATAM,Chile,Beer,Large Supermrkts,%Covered,9%,
2023,LATAM,Chile,Beer,Bars/Pubs/Cafes,%Covered,7%,
2023,LATAM,Chile,Beer,Restaurants/Hotels,%Covered,7%,
2023,LATAM,Chile,Beer,Small Supermrkts,%Covered,3%,
2023,LATAM,Chile,Beer,Superettes,%Covered,1%,
2023,LATAM,Chile,Beer,Geographical Gap,%Not Covered,17%,
2023,LATAM,Chile,Beer,Wholesalers,%Not Covered,2%,
2023,LATAM,Chile,Beer,Disco.Night club,%Not Covered,2%,
2023,LATAM,Chile,Beer,Other Horeca,%Not Covered,2%,
2023,LATAM,Chile,Beer,Oth.Chnls.,%Not Covered,1%,
2023,LATAM,Chile,Beer,Brick & Click,%Not Covered,1%,
2023,LATAM,Chile,Beer,Liquor/Wine/Beer,%Not Covered,1%,
2023,LATAM,Chile,Candies and Chewing Gums,Trad. Grocery Str.,%Covered,38%,
2023,LATAM,Chile,Candies and Chewing Gums,Hypermrkts,%Covered,13%,
2023,LATAM,Chile,Candies and Chewing Gums,Gas Stations,%Covered,5%,
2023,LATAM,Chile,Candies and Chewing Gums,Large Supermrkts,%Covered,5%,
2023,LATAM,Chile,Candies and Chewing Gums,Kiosks,%Covered,3%,
2023,LATAM,Chile,Candies and Chewing Gums,Small Supermrkts,%Covered,2%,
2023,LATAM,Chile,Candies and Chewing Gums,Superettes,%Covered,1%,
2023,LATAM,Chile,Candies and Chewing Gums,Geographical Gap,%Not Covered,13%,
2023,LATAM,Chile,Candies and Chewing Gums,Oth.Spec.Food,%Not Covered,5%,
2023,LATAM,Chile,Candies and Chewing Gums,Oth.Groc.Str.,%Not Covered,5%,
2023,LATAM,Chile,Candies and Chewing Gums,Oth.Cat.Spec.,%Not Covered,4%,
2023,LATAM,Chile,Candies and Chewing Gums,Oth.Chnls.,%Not Covered,4%,
2023,LATAM,Chile,Candies and Chewing Gums,Institutional Sales,%Not Covered,1%,
2023,LATAM,Chile,Candies and Chewing Gums,Brick & Click,%Not Covered,1%,
2023,LATAM,Chile,Carbonated Soft Drinks,Trad. Grocery Str.,%Covered,44%,
2023,LATAM,Chile,Carbonated Soft Drinks,Hypermrkts,%Covered,9%,
2023,LATAM,Chile,Carbonated Soft Drinks,Large Supermrkts,%Covered,7%,
2023,LATAM,Chile,Carbonated Soft Drinks,Restaurants/Hotels,%Covered,5%,
2023,LATAM,Chile,Carbonated Soft Drinks,Small Supermrkts,%Covered,3%,
2023,LATAM,Chile,Carbonated Soft Drinks,Fast Food,%Covered,3%,
2023,LATAM,Chile,Carbonated Soft Drinks,Bars/Pubs/Cafes,%Covered,2%,
2023,LATAM,Chile,Carbonated Soft Drinks,Kiosks,%Covered,2%,
2023,LATAM,Chile,Carbonated Soft Drinks,Gas Stations,%Covered,1%,
2023,LATAM,Chile,Carbonated Soft Drinks,Superettes,%Covered,1%,
2023,LATAM,Chile,Carbonated Soft Drinks,Geographical Gap,%Not Covered,10%,
2023,LATAM,Chile,Carbonated Soft Drinks,Wholesalers,%Not Covered,5%,
2023,LATAM,Chile,Carbonated Soft Drinks,Brick & Click,%Not Covered,3%,
2023,LATAM,Chile,Carbonated Soft Drinks,Street Vendors,%Not Covered,3%,
2023,LATAM,Chile,Carbonated Soft Drinks,Oth.Chnls.,%Not Covered,2%,
2023,LATAM,Chile,Chocolates and Confectionery,Trad. Grocery Str.,%Covered,22%,
2023,LATAM,Chile,Chocolates and Confectionery,Hypermrkts,%Covered,22%,
2023,LATAM,Chile,Chocolates and Confectionery,Large Supermrkts,%Covered,15%,
2023,LATAM,Chile,Chocolates and Confectionery,Small Supermrkts,%Covered,4%,
2023,LATAM,Chile,Chocolates and Confectionery,Gas Stations,%Covered,4%,
2023,LATAM,Chile,Chocolates and Confectionery,Kiosks,%Covered,2%,
2023,LATAM,Chile,Chocolates and Confectionery,Superettes,%Covered,1%,
2023,LATAM,Chile,Chocolates and Confectionery,Geographical Gap,%Not Covered,12%,
2023,LATAM,Chile,Chocolates and Confectionery,Street Vendors,%Not Covered,5%,
2023,LATAM,Chile,Chocolates and Confectionery,Oth.Spec.Food,%Not Covered,3%,
2023,LATAM,Chile,Chocolates and Confectionery,Oth.Chnls.,%Not Covered,3%,
2023,LATAM,Chile,Chocolates and Confectionery,Wholesalers,%Not Covered,3%,
2023,LATAM,Chile,Chocolates and Confectionery,Institutional Sales,%Not Covered,2%,
2023,LATAM,Chile,Chocolates and Confectionery,Restaurants/Hotels,%Not Covered,1%,
2023,LATAM,Chile,Chocolates and Confectionery,Brick & Click,%Not Covered,1%,
2023,LATAM,Chile,Cigarettes,Trad. Grocery Str.,%Covered,40%,
2023,LATAM,Chile,Cigarettes,Gas Stations,%Covered,10%,
2023,LATAM,Chile,Cigarettes,Kiosks,%Covered,4%,
2023,LATAM,Chile,Cigarettes,Superettes,%Covered,2%,
2023,LATAM,Chile,Cigarettes,Bars/Pubs/Cafes,%Covered,1%,
2023,LATAM,Chile,Cigarettes,Restaurants/Hotels,%Covered,1%,
2023,LATAM,Chile,Cigarettes,Hypermrkts,%Covered,1%,
2023,LATAM,Chile,Cigarettes,Large Supermrkts,%Covered,1%,
2023,LATAM,Chile,Cigarettes,Small Supermrkts,%Covered,1%,
2023,LATAM,Chile,Cigarettes,Geographical Gap,%Not Covered,32%,
2023,LATAM,Chile,Cigarettes,Wholesalers,%Not Covered,3%,
2023,LATAM,Chile,Cigarettes,Other Horeca,%Not Covered,2%,
2023,LATAM,Chile,Cigarettes,Tobacco,%Not Covered,2%,
2023,LATAM,Chile,Cosmetics and Fragrances,Perfumeries,%Covered,47%,
2023,LATAM,Chile,Cosmetics and Fragrances,Drugstores,%Covered,17%,
2023,LATAM,Chile,Cosmetics and Fragrances,Pharmacies,%Covered,5%,
2023,LATAM,Chile,Cosmetics and Fragrances,Hypermrkts,%Covered,3%,
2023,LATAM,Chile,Cosmetics and Fragrances,Geographical Gap,%Not Covered,13%,
2023,LATAM,Chile,Cosmetics and Fragrances,Oth.Chnls.,%Not Covered,6%,
2023,LATAM,Chile,Cosmetics and Fragrances,Dep.Str./Mass Merch.,%Not Covered,4%,
2023,LATAM,Chile,Cosmetics and Fragrances,Oth.Groc.Str.,%Not Covered,3%,
2023,LATAM,Chile,Cosmetics and Fragrances,Brick & Click,%Not Covered,2%,
2023,LATAM,Chile,Dairy Products,Hypermrkts,%Covered,27%,
2023,LATAM,Chile,Dairy Products,Large Supermrkts,%Covered,18%,
2023,LATAM,Chile,Dairy Products,Trad. Grocery Str.,%Covered,12%,
2023,LATAM,Chile,Dairy Products,Small Supermrkts,%Covered,4%,
2023,LATAM,Chile,Dairy Products,Superettes,%Covered,2%,
2023,LATAM,Chile,Dairy Products,Gas Stations,%Covered,1%,
2023,LATAM,Chile,Dairy Products,Geographical Gap,%Not Covered,13%,
2023,LATAM,Chile,Dairy Products,Rural,%Not Covered,5%,
2023,LATAM,Chile,Dairy Products,Brick & Click,%Not Covered,5%,
2023,LATAM,Chile,Dairy Products,Oth.Groc.Str.,%Not Covered,3%,
2023,LATAM,Chile,Dairy Products,Oth.Cat.Spec.,%Not Covered,3%,
2023,LATAM,Chile,Dairy Products,Wholesalers,%Not Covered,3%,
2023,LATAM,Chile,Dairy Products,Oth.Chnls.,%Not Covered,1%,
2023,LATAM,Chile,Dairy Products,Institutional Sales,%Not Covered,1%,
2023,LATAM,Chile,Dairy Products,Restaurants/Hotels,%Not Covered,1%,
2023,LATAM,Chile,Dairy Products,Govt./Military Str.,%Not Covered,1%,
2023,LATAM,Chile,Diapers and Wipes,Hypermrkts,%Covered,31%,
2023,LATAM,Chile,Diapers and Wipes,Large Supermrkts,%Covered,18%,
2023,LATAM,Chile,Diapers and Wipes,Drugstores,%Covered,12%,
2023,LATAM,Chile,Diapers and Wipes,Hou.hld /Toiletries,%Covered,7%,
2023,LATAM,Chile,Diapers and Wipes,Pharmacies,%Covered,4%,
2023,LATAM,Chile,Diapers and Wipes,Small Supermrkts,%Covered,3%,
2023,LATAM,Chile,Diapers and Wipes,Superettes,%Covered,1%,
2023,LATAM,Chile,Diapers and Wipes,Trad. Grocery Str.,%Covered,1%,
2023,LATAM,Chile,Diapers and Wipes,Geographical Gap,%Not Covered,12%,
2023,LATAM,Chile,Diapers and Wipes,Oth.Groc.Str.,%Not Covered,4%,
2023,LATAM,Chile,Diapers and Wipes,Baby Str.,%Not Covered,3%,
2023,LATAM,Chile,Diapers and Wipes,Brick & Click,%Not Covered,2%,
2023,LATAM,Chile,Diapers and Wipes,Oth.Chnls.,%Not Covered,1%,
2023,LATAM,Chile,Diapers and Wipes,Wholesalers,%Not Covered,1%,
2023,LATAM,Chile,Food - Shelf Stable,Hypermrkts,%Covered,24%,
2023,LATAM,Chile,Food - Shelf Stable,Trad. Grocery Str.,%Covered,23%,
2023,LATAM,Chile,Food - Shelf Stable,Large Supermrkts,%Covered,15%,
2023,LATAM,Chile,Food - Shelf Stable,Small Supermrkts,%Covered,7%,
2023,LATAM,Chile,Food - Shelf Stable,Superettes,%Covered,2%,
2023,LATAM,Chile,Food - Shelf Stable,Geographical Gap,%Not Covered,11%,
2023,LATAM,Chile,Food - Shelf Stable,Street Vendors,%Not Covered,4%,
2023,LATAM,Chile,Food - Shelf Stable,Wholesalers,%Not Covered,3%,
2023,LATAM,Chile,Food - Shelf Stable,Oth.Spec.Food,%Not Covered,3%,
2023,LATAM,Chile,Food - Shelf Stable,Brick & Click,%Not Covered,3%,
2023,LATAM,Chile,Food - Shelf Stable,Institutional Sales,%Not Covered,2%,
2023,LATAM,Chile,Food - Shelf Stable,Restaurants/Hotels,%Not Covered,1%,
2023,LATAM,Chile,Food - Shelf Stable,Govt./Military Str.,%Not Covered,1%,
2023,LATAM,Chile,Food - Shelf Stable,Hospitals,%Not Covered,1%,
2023,LATAM,Chile,Frozen Food,Hypermrkts,%Covered,35%,
2023,LATAM,Chile,Frozen Food,Large Supermrkts,%Covered,21%,
2023,LATAM,Chile,Frozen Food,Trad. Grocery Str.,%Covered,10%,
2023,LATAM,Chile,Frozen Food,Small Supermrkts,%Covered,8%,
2023,LATAM,Chile,Frozen Food,Superettes,%Covered,3%,
2023,LATAM,Chile,Frozen Food,Geographical Gap,%Not Covered,10%,
2023,LATAM,Chile,Frozen Food,Oth.Chnls.,%Not Covered,3%,
2023,LATAM,Chile,Frozen Food,Oth.Groc.Str.,%Not Covered,2%,
2023,LATAM,Chile,Frozen Food,Fast Food,%Not Covered,2%,
2023,LATAM,Chile,Frozen Food,Brick & Click,%Not Covered,2%,
2023,LATAM,Chile,Frozen Food,Oth.Spec.Food,%Not Covered,1%,
2023,LATAM,Chile,Frozen Food,Govt./Military Str.,%Not Covered,1%,
2023,LATAM,Chile,Frozen Food,Wholesalers,%Not Covered,1%,
2023,LATAM,Chile,Frozen Food,Restaurants/Hotels,%Not Covered,1%,
2023,LATAM,Chile,Hair Care,Hypermrkts,%Covered,30%,
2023,LATAM,Chile,Hair Care,Perfumeries,%Covered,18%,
2023,LATAM,Chile,Hair Care,Large Supermrkts,%Covered,17%,
2023,LATAM,Chile,Hair Care,Drugstores,%Covered,11%,
2023,LATAM,Chile,Hair Care,Small Supermrkts,%Covered,3%,
2023,LATAM,Chile,Hair Care,Trad. Grocery Str.,%Covered,2%,
2023,LATAM,Chile,Hair Care,Superettes,%Covered,1%,
2023,LATAM,Chile,Hair Care,Geographical Gap,%Not Covered,13%,
2023,LATAM,Chile,Hair Care,Brick & Click,%Not Covered,2%,
2023,LATAM,Chile,Hair Care,Wholesalers,%Not Covered,1%,
2023,LATAM,Chile,Hair Care,Institutional Sales,%Not Covered,1%,
2023,LATAM,Chile,Hair Care,Oth.Groc.Str.,%Not Covered,1%,
2023,LATAM,Chile,Hot Drinks,Hypermrkts,%Covered,28%,
2023,LATAM,Chile,Hot Drinks,Large Supermrkts,%Covered,17%,
2023,LATAM,Chile,Hot Drinks,Trad. Grocery Str.,%Covered,11%,
2023,LATAM,Chile,Hot Drinks,Small Supermrkts,%Covered,6%,
2023,LATAM,Chile,Hot Drinks,Superettes,%Covered,3%,
2023,LATAM,Chile,Hot Drinks,Geographical Gap,%Not Covered,12%,
2023,LATAM,Chile,Hot Drinks,Wholesalers,%Not Covered,6%,
2023,LATAM,Chile,Hot Drinks,Oth.Groc.Str.,%Not Covered,5%,
2023,LATAM,Chile,Hot Drinks,Oth.Chnls.,%Not Covered,4%,
2023,LATAM,Chile,Hot Drinks,Brick & Click,%Not Covered,3%,
2023,LATAM,Chile,Hot Drinks,Restaurants/Hotels,%Not Covered,1%,
2023,LATAM,Chile,Hot Drinks,Bars/Pubs/Cafes,%Not Covered,1%,
2023,LATAM,Chile,Hot Drinks,Institutional Sales,%Not Covered,1%,
2023,LATAM,Chile,Hot Drinks,Govt./Military Str.,%Not Covered,1%,
2023,LATAM,Chile,Hot Drinks,Hospitals,%Not Covered,1%,
2023,LATAM,Chile,Household Care,Hypermrkts,%Covered,37%,
2023,LATAM,Chile,Household Care,Large Supermrkts,%Covered,23%,
2023,LATAM,Chile,Household Care,Trad. Grocery Str.,%Covered,8%,
2023,LATAM,Chile,Household Care,Small Supermrkts,%Covered,4%,
2023,LATAM,Chile,Household Care,Superettes,%Covered,2%,
2023,LATAM,Chile,Household Care,Perfumeries,%Covered,1%,
2023,LATAM,Chile,Household Care,Geographical Gap,%Not Covered,16%,
2023,LATAM,Chile,Household Care,Street Vendors,%Not Covered,3%,
2023,LATAM,Chile,Household Care,Brick & Click,%Not Covered,3%,
2023,LATAM,Chile,Household Care,Oth.Chnls.,%Not Covered,2%,
2023,LATAM,Chile,Household Care,Wholesalers,%Not Covered,1%,
2023,LATAM,Chile,Ice Cream,Trad. Grocery Str.,%Covered,35%,
2023,LATAM,Chile,Ice Cream,Hypermrkts,%Covered,10%,
2023,LATAM,Chile,Ice Cream,Large Supermrkts,%Covered,8%,
2023,LATAM,Chile,Ice Cream,Gas Stations,%Covered,7%,
2023,LATAM,Chile,Ice Cream,Small Supermrkts,%Covered,3%,
2023,LATAM,Chile,Ice Cream,Kiosks,%Covered,3%,
2023,LATAM,Chile,Ice Cream,Superettes,%Covered,1%,
2023,LATAM,Chile,Ice Cream,Geographical Gap,%Not Covered,16%,
2023,LATAM,Chile,Ice Cream,Wholesalers,%Not Covered,6%,
2023,LATAM,Chile,Ice Cream,Oth.Spec.Food,%Not Covered,5%,
2023,LATAM,Chile,Ice Cream,Oth.Chnls.,%Not Covered,2%,
2023,LATAM,Chile,Ice Cream,Oth.Groc.Str.,%Not Covered,2%,
2023,LATAM,Chile,Ice Cream,Brick & Click,%Not Covered,1%,
2023,LATAM,Chile,Ice Cream,Institutional Sales,%Not Covered,1%,
2023,LATAM,Chile,Laundry Products,Hypermrkts,%Covered,35%,
2023,LATAM,Chile,Laundry Products,Large Supermrkts,%Covered,20%,
2023,LATAM,Chile,Laundry Products,Trad. Grocery Str.,%Covered,10%,
2023,LATAM,Chile,Laundry Products,Small Supermrkts,%Covered,3%,
2023,LATAM,Chile,Laundry Products,Superettes,%Covered,1%,
2023,LATAM,Chile,Laundry Products,Geographical Gap,%Not Covered,16%,
2023,LATAM,Chile,Laundry Products,Oth.Groc.Str.,%Not Covered,6%,
2023,LATAM,Chile,Laundry Products,Oth.Chnls.,%Not Covered,4%,
2023,LATAM,Chile,Laundry Products,Brick & Click,%Not Covered,3%,
2023,LATAM,Chile,Laundry Products,DIY/Gardening,%Not Covered,2%,
2023,LATAM,Chile,Oral Care,Hypermrkts,%Covered,28%,
2023,LATAM,Chile,Oral Care,Drugstores,%Covered,16%,
2023,LATAM,Chile,Oral Care,Large Supermrkts,%Covered,15%,
2023,LATAM,Chile,Oral Care,Perfumeries,%Covered,12%,
2023,LATAM,Chile,Oral Care,Small Supermrkts,%Covered,3%,
2023,LATAM,Chile,Oral Care,Trad. Grocery Str.,%Covered,2%,
2023,LATAM,Chile,Oral Care,Superettes,%Covered,1%,
2023,LATAM,Chile,Oral Care,Geographical Gap,%Not Covered,13%,
2023,LATAM,Chile,Oral Care,Oth.Groc.Str.,%Not Covered,3%,
2023,LATAM,Chile,Oral Care,Oth.Chnls.,%Not Covered,2%,
2023,LATAM,Chile,Oral Care,Wholesalers,%Not Covered,2%,
2023,LATAM,Chile,Oral Care,Brick & Click,%Not Covered,2%,
2023,LATAM,Chile,Oral Care,Institutional Sales,%Not Covered,1%,
2023,LATAM,Chile,Paper Products,Hypermrkts,%Covered,28%,
2023,LATAM,Chile,Paper Products,Large Supermrkts,%Covered,19%,
2023,LATAM,Chile,Paper Products,Trad. Grocery Str.,%Covered,12%,
2023,LATAM,Chile,Paper Products,Perfumeries,%Covered,8%,
2023,LATAM,Chile,Paper Products,Drugstores,%Covered,6%,
2023,LATAM,Chile,Paper Products,Small Supermrkts,%Covered,3%,
2023,LATAM,Chile,Paper Products,Superettes,%Covered,2%,
2023,LATAM,Chile,Paper Products,Geographical Gap,%Not Covered,12%,
2023,LATAM,Chile,Paper Products,Oth.Groc.Str.,%Not Covered,5%,
2023,LATAM,Chile,Paper Products,Brick & Click,%Not Covered,3%,
2023,LATAM,Chile,Paper Products,Oth.Chnls.,%Not Covered,1%,
2023,LATAM,Chile,Paper Products,Wholesalers,%Not Covered,1%,
2023,LATAM,Chile,Personal Care,Hypermrkts,%Covered,22%,
2023,LATAM,Chile,Personal Care,Drugstores,%Covered,17%,
2023,LATAM,Chile,Personal Care,Trad. Grocery Str.,%Covered,12%,
2023,LATAM,Chile,Personal Care,Perfumeries,%Covered,12%,
2023,LATAM,Chile,Personal Care,Large Supermrkts,%Covered,9%,
2023,LATAM,Chile,Personal Care,Pharmacies,%Covered,3%,
2023,LATAM,Chile,Personal Care,Small Supermrkts,%Covered,3%,
2023,LATAM,Chile,Personal Care,Superettes,%Covered,2%,
2023,LATAM,Chile,Personal Care,Geographical Gap,%Not Covered,13%,
2023,LATAM,Chile,Personal Care,Street Vendors,%Not Covered,3%,
2023,LATAM,Chile,Personal Care,Oth.Chnls.,%Not Covered,3%,
2023,LATAM,Chile,Personal Care,Brick & Click,%Not Covered,1%,
2023,LATAM,Chile,Pet Food,Hypermrkts,%Covered,23%,
2023,LATAM,Chile,Pet Food,Large Supermrkts,%Covered,13%,
2023,LATAM,Chile,Pet Food,Pet Shops,%Covered,12%,
2023,LATAM,Chile,Pet Food,Trad. Grocery Str.,%Covered,8%,
2023,LATAM,Chile,Pet Food,Small Supermrkts,%Covered,4%,
2023,LATAM,Chile,Pet Food,Superettes,%Covered,3%,
2023,LATAM,Chile,Pet Food,Geographical Gap,%Not Covered,16%,
2023,LATAM,Chile,Pet Food,Wholesalers,%Not Covered,5%,
2023,LATAM,Chile,Pet Food,Pet Shops,%Not Covered,5%,
2023,LATAM,Chile,Pet Food,Oth.Groc.Str.,%Not Covered,4%,
2023,LATAM,Chile,Pet Food,Oth.Cat.Spec.,%Not Covered,3%,
2023,LATAM,Chile,Pet Food,Brick & Click,%Not Covered,2%,
2023,LATAM,Chile,Pet Food,DIY/Gardening,%Not Covered,1%,
2023,LATAM,Chile,Pet Food,Oth.Chnls.,%Not Covered,1%,
2023,LATAM,Chile,RTD and Juices,Trad. Grocery Str.,%Covered,30%,
2023,LATAM,Chile,RTD and Juices,Hypermrkts,%Covered,20%,
2023,LATAM,Chile,RTD and Juices,Large Supermrkts,%Covered,14%,
2023,LATAM,Chile,RTD and Juices,Small Supermrkts,%Covered,4%,
2023,LATAM,Chile,RTD and Juices,Kiosks,%Covered,2%,
2023,LATAM,Chile,RTD and Juices,Restaurants/Hotels,%Covered,2%,
2023,LATAM,Chile,RTD and Juices,Gas Stations,%Covered,2%,
2023,LATAM,Chile,RTD and Juices,Bars/Pubs/Cafes,%Covered,2%,
2023,LATAM,Chile,RTD and Juices,Superettes,%Covered,1%,
2023,LATAM,Chile,RTD and Juices,Geographical Gap,%Not Covered,12%,
2023,LATAM,Chile,RTD and Juices,Oth.Groc.Str.,%Not Covered,4%,
2023,LATAM,Chile,RTD and Juices,Wholesalers,%Not Covered,3%,
2023,LATAM,Chile,RTD and Juices,Brick & Click,%Not Covered,2%,
2023,LATAM,Chile,RTD and Juices,Bars/Pubs/Cafes,%Not Covered,1%,
2023,LATAM,Chile,RTD and Juices,Restaurants/Hotels,%Not Covered,1%,
2023,LATAM,Chile,Salty Snacks,Hypermrkts,%Covered,24%,
2023,LATAM,Chile,Salty Snacks,Large Supermrkts,%Covered,20%,
2023,LATAM,Chile,Salty Snacks,Trad. Grocery Str.,%Covered,16%,
2023,LATAM,Chile,Salty Snacks,Small Supermrkts,%Covered,3%,
2023,LATAM,Chile,Salty Snacks,Gas Stations,%Covered,3%,
2023,LATAM,Chile,Salty Snacks,Superettes,%Covered,3%,
2023,LATAM,Chile,Salty Snacks,Kiosks,%Covered,2%,
2023,LATAM,Chile,Salty Snacks,Geographical Gap,%Not Covered,14%,
2023,LATAM,Chile,Salty Snacks,Wholesalers,%Not Covered,5%,
2023,LATAM,Chile,Salty Snacks,Oth.Groc.Str.,%Not Covered,4%,
2023,LATAM,Chile,Salty Snacks,Oth.Spec.Food,%Not Covered,2%,
2023,LATAM,Chile,Salty Snacks,Brick & Click,%Not Covered,2%,
2023,LATAM,Chile,Salty Snacks,Oth.Chnls.,%Not Covered,1%,
2023,LATAM,Chile,Salty Snacks,Institutional Sales,%Not Covered,1%,
2023,LATAM,Chile,Skin Care,Drugstores,%Covered,29%,
2023,LATAM,Chile,Skin Care,Perfumeries,%Covered,19%,
2023,LATAM,Chile,Skin Care,Hypermrkts,%Covered,18%,
2023,LATAM,Chile,Skin Care,Large Supermrkts,%Covered,10%,
2023,LATAM,Chile,Skin Care,Trad. Grocery Str.,%Covered,1%,
2023,LATAM,Chile,Skin Care,Small Supermrkts,%Covered,1%,
2023,LATAM,Chile,Skin Care,Geographical Gap,%Not Covered,13%,
2023,LATAM,Chile,Skin Care,Oth.Groc.Str.,%Not Covered,2%,
2023,LATAM,Chile,Skin Care,Brick & Click,%Not Covered,2%,
2023,LATAM,Chile,Skin Care,Oth.Chnls.,%Not Covered,2%,
2023,LATAM,Chile,Skin Care,Wholesalers,%Not Covered,1%,
2023,LATAM,Chile,Skin Care,Dep.Str./Mass Merch.,%Not Covered,1%,
2023,LATAM,Chile,Skin Care,Institutional Sales,%Not Covered,1%,
2023,LATAM,Chile,Spirits and Liqueurs,Trad. Grocery Str.,%Covered,24%,
2023,LATAM,Chile,Spirits and Liqueurs,Hypermrkts,%Covered,12%,
2023,LATAM,Chile,Spirits and Liqueurs,Large Supermrkts,%Covered,10%,
2023,LATAM,Chile,Spirits and Liqueurs,Restaurants/Hotels,%Covered,4%,
2023,LATAM,Chile,Spirits and Liqueurs,Bars/Pubs/Cafes,%Covered,3%,
2023,LATAM,Chile,Spirits and Liqueurs,Small Supermrkts,%Covered,2%,
2023,LATAM,Chile,Spirits and Liqueurs,Gas Stations,%Covered,2%,
2023,LATAM,Chile,Spirits and Liqueurs,Superettes,%Covered,1%,
2023,LATAM,Chile,Spirits and Liqueurs,Fast Food,%Covered,1%,
2023,LATAM,Chile,Spirits and Liqueurs,Geographical Gap,%Not Covered,12%,
2023,LATAM,Chile,Spirits and Liqueurs,DIY/Gardening,%Not Covered,7%,
2023,LATAM,Chile,Spirits and Liqueurs,Wholesalers,%Not Covered,7%,
2023,LATAM,Chile,Spirits and Liqueurs,Liquor/Wine/Beer,%Not Covered,4%,
2023,LATAM,Chile,Spirits and Liqueurs,Oth.Cat.Spec.,%Not Covered,3%,
2023,LATAM,Chile,Spirits and Liqueurs,Baby Str.,%Not Covered,3%,
2023,LATAM,Chile,Spirits and Liqueurs,Oth.Chnls.,%Not Covered,2%,
2023,LATAM,Chile,Spirits and Liqueurs,Institutional Sales,%Not Covered,1%,
2023,LATAM,Chile,Spirits and Liqueurs,Dep.Str./Mass Merch.,%Not Covered,1%,
2023,LATAM,Chile,Spirits and Liqueurs,Brick & Click,%Not Covered,1%,
2023,LATAM,Chile,Sports and Energy Drinks,Trad. Grocery Str.,%Covered,45%,
2023,LATAM,Chile,Sports and Energy Drinks,Gas Stations,%Covered,9%,
2023,LATAM,Chile,Sports and Energy Drinks,Hypermrkts,%Covered,6%,
2023,LATAM,Chile,Sports and Energy Drinks,Large Supermrkts,%Covered,6%,
2023,LATAM,Chile,Sports and Energy Drinks,Kiosks,%Covered,2%,
2023,LATAM,Chile,Sports and Energy Drinks,Small Supermrkts,%Covered,2%,
2023,LATAM,Chile,Sports and Energy Drinks,Superettes,%Covered,1%,
2023,LATAM,Chile,Sports and Energy Drinks,Bars/Pubs/Cafes,%Covered,1%,
2023,LATAM,Chile,Sports and Energy Drinks,Restaurants/Hotels,%Covered,1%,
2023,LATAM,Chile,Sports and Energy Drinks,Pharmacies,%Covered,1%,
2023,LATAM,Chile,Sports and Energy Drinks,Drugstores,%Covered,1%,
2023,LATAM,Chile,Sports and Energy Drinks,Geographical Gap,%Not Covered,15%,
2023,LATAM,Chile,Sports and Energy Drinks,Oth.Groc.Str.,%Not Covered,5%,
2023,LATAM,Chile,Sports and Energy Drinks,Oth.Chnls.,%Not Covered,4%,
2023,LATAM,Chile,Sports and Energy Drinks,Institutional Sales,%Not Covered,1%,
2023,LATAM,Chile,Sweet Biscuits,Hypermrkts,%Covered,21%,
2023,LATAM,Chile,Sweet Biscuits,Trad. Grocery Str.,%Covered,18%,
2023,LATAM,Chile,Sweet Biscuits,Large Supermrkts,%Covered,18%,
2023,LATAM,Chile,Sweet Biscuits,Small Supermrkts,%Covered,6%,
2023,LATAM,Chile,Sweet Biscuits,Superettes,%Covered,4%,
2023,LATAM,Chile,Sweet Biscuits,Gas Stations,%Covered,2%,
2023,LATAM,Chile,Sweet Biscuits,Oth.Spec.Food,%Covered,2%,
